,Latitude,Longitude,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME,x_mercator,y_mercator
766,-37.74994981,145.37381100000002,1767,T20100033855,ABS to receive accident,Finished,22-08-2010,16.45.00,Yes,No collision and no object struck,Sunday,OFF CARRIAGEWAY TO RIGHT,No,Day,No,T intersection,Other injury accident,70,Yes,49136,145.37381000000002,-37.74995,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2532941.633,2416712.652,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undivided,Metro,-4202305.190320834,16182938.615197593
767,-37.85194189,145.0518936,1768,T20100033856,ABS to receive accident,Finished,22-08-2010,23.10.00,Yes,collision with some other object,Sunday,TEMPORARY ROADWORKS,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,80,No,235859,145.05189,-37.85194,Non-Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2504566.901,2405456.32,2,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,STONNINGTON,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Undivided,Undivided,Metro,-4213658.896731381,16147102.934152098
768,-37.78917508,144.940026,1769,T20100033857,ABS to receive accident,Finished,23-08-2010,00.30.00,Yes,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,50,No,36066,144.94003,-37.78918,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2494717.596,2412422.236,4,1,0,0,1,3,1,3,0,2,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undivided,Metro,-4206671.727403463,16134649.889883831
769,-37.8024688,144.92353669999997,1770,T20100033859,ABS to receive accident,Finished,23-08-2010,00.45.00,Yes,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,70,Yes,137305,144.92354,-37.80247,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2493266.432,2410945.774,2,1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4208151.577544611,16132814.30940429
770,-38.08454932,146.9942139,1771,T20100033861,ABS to receive accident,Finished,23-08-2010,03.15.00,Yes,Struck animal,Monday,STRUCK ANIMAL,No,Dark No street lights,Yes,Not at intersection,Other injury accident,100,No,235861,146.99421,-38.08455,Non-Intersection,WELLINGTON,EASTERN REGION,2674947.328,2377806.895,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Country,Country,WELLINGTON,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country,-4239552.637393714,16363321.040905537
771,-37.96330523,145.1687842,1772,T20100033864,ABS to receive accident,Finished,23-08-2010,06.10.00,No,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Yes,Dark Street lights unknown,Yes,T intersection,Other injury accident,60,No,235862,145.16878,-37.96331,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2514831.946,2393084.003,2,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4226055.80703322,16160115.136222618
772,-37.89492995,144.63520309999998,1773,T20100033871,ABS to receive accident,Finished,23-08-2010,07.50.00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,70,No,44316,144.6352,-37.89493,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2467914.378,2400624.8419999997,4,1,0,0,1,3,3,1,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WYNDHAM,METROPOLITAN NORTH WEST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4218444.305680772,16100717.159873702
773,-37.72088869,144.97714109999998,1774,T20100033876,ABS to receive accident,Finished,22-08-2010,20.38.00,Yes,Vehicle overturned (no collision),Sunday,OFF CARRIAGEWAY ON RIGHT BEND,No,Dark No street lights,Yes,Not at intersection,Other injury accident,60,Yes,101658,144.97714,-37.720890000000004,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2497984.806,2420002.395,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORELAND,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4199070.1212405525,16138781.52391657
774,-37.96748676,145.1956552,1775,T20100033881,ABS to receive accident,Finished,22-08-2010,21.15.00,Yes,Collision with vehicle,Sunday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Multiple intersection,Serious injury accident,60,No,235868,145.19566,-37.967490000000005,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2517192.2830000003,2392615.356,2,2,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,Yes,1,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DANDENONG,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Undivided,Undivided,Metro,-4226521.292823556,16163106.402259726
775,-37.84671963,145.0630446,1776,T20100033884,ABS to receive accident,Finished,23-08-2010,10.20.00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60,No,40460,145.06304,-37.84672,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2505548.626,2406035.34,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro,-4213077.557407391,16148344.257793935
776,-38.23666921,146.398186,1777,T20100033887,ABS to receive accident,Finished,23-08-2010,08.00.00,No,Struck Pedestrian,Monday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,No,Not at intersection,Serious injury accident,50,No,236270,146.39819,-38.236670000000004,Non-Intersection,LATROBE,EASTERN REGION,2622415.878,2361854.228,2,1,0,1,0,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,No,0,1,0,1,0,0,Small Provincial Cities,Small Provincial Cities,LATROBE,"EASTERN REGION,EASTERN REGION",C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country,-4256486.546088042,16296971.518578952
777,-38.17763943,146.2581361,1778,T20100033888,ABS to receive accident,Finished,23-08-2010,09.55.00,No,Collision with vehicle,Monday,ENTERING PARKING,No,Day,Yes,Not at intersection,Other injury accident,60,No,235872,146.25814,-38.177640000000004,Non-Intersection,LATROBE,EASTERN REGION,2610241.395,2368577.511,3,2,0,0,2,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Small Provincial Cities,Small Provincial Cities,LATROBE,"EASTERN REGION,EASTERN REGION",C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country,-4249915.381036803,16281381.235025302
778,-37.58129626,143.84673909999998,1779,T20100033890,ABS to receive accident,Finished,09-08-2010,17.10.00,No,Vehicle overturned (no collision),Monday,OFF CARRIAGEWAY ON RIGHT BEND,No,Day,No,Not at intersection,Other injury accident,60,Yes,235873,143.84673999999998,-37.5813,Non-Intersection,BALLARAT,WESTERN REGION,2398145.8019999997,2434877.6890000002,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Large Provincial Cities,Large Provincial Cities,BALLARAT,WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-4183530.7630143566,16012945.748884873
779,-38.1129635,144.342981,1780,T20100033894,ABS to receive accident,Finished,23-08-2010,10.15.00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,60,No,242689,144.34298,-38.11296,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442379.398,2376286.4669999997,4,3,0,1,2,1,2,2,0,1,3,0,0,0,0,0,0,0,1,0,No,0,3,0,3,0,0,Large Provincial Cities,Large Provincial Cities,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country,-4242715.689442622,16068187.144503163
780,-37.90353734,145.161405,1781,T20100033895,ABS to receive accident,Finished,23-08-2010,09.10.00,No,Collision with vehicle,Monday,LEFT REAR,No,Day,Yes,Cross intersection,Other injury accident,80,No,41780,145.1614,-37.90354,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2514194.742,2399718.938,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undivided,Metro,-4219402.475952631,16159293.687436158
781,-37.43319497,143.842989,1782,T20100033899,ABS to receive accident,Finished,11-08-2010,19.30.00,Yes,Vehicle overturned (no collision),Wednesday,OFF CARRIAGEWAY TO LEFT,No,Dark No street lights,No,Not at intersection,Other injury accident,100,Yes,235875,143.84299,-37.43319,Non-Intersection,BALLARAT,WESTERN REGION,2397614.873,2451307.949,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Country,Country,BALLARAT,WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-4167044.2028257297,16012528.28966245
782,-37.84748311,144.9986579,1783,T20100033906,ABS to receive accident,Finished,23-08-2010,11.25.00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,50,No,29476,144.99866,-37.84748,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2499881.878,2405952.4390000002,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4213162.547612222,16141176.763136078
783,-38.11303495,145.2827853,1784,T20100033911,ABS to receive accident,Finished,17-08-2010,16.35.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,60,No,29766,145.28278999999998,-38.11303,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2524800.422,2376440.535,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,CASEY,METROPOLITAN SOUTH EAST REGION,M,"M,C",Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undivided,Metro,-4242723.643220238,16172805.680624492
784,-37.60560688,143.7146825,1785,T20100033912,ABS to receive accident,Finished,22-08-2010,12.00.00,No,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,No,Not at intersection,Other injury accident,100,Yes,235877,143.71468000000002,-37.60561,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,2386519.8619999997,2432030.6180000002,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Country,Country,GOLDEN PLAINS,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-4186237.0088536255,15998245.275416987
785,-37.81206099,145.12030959999998,1786,T20100033913,ABS to receive accident,Finished,23-08-2010,07.37.00,No,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Cross intersection,Other injury accident,50,No,39290,145.12031000000002,-37.812059999999995,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2510593.449,2409877.176,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4209219.375251004,16154718.968434209
786,-37.97249107,145.2359831,1787,T20100033923,ABS to receive accident,Finished,11-08-2010,11.30.00,No,Collision with vehicle,Wednesday,LEFT REAR,No,Day,No,Multiple intersection,Other injury accident,80,No,10473,145.23598,-37.97249,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2520734.523,2392051.872,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,CASEY,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4227078.370064528,16167595.683552485
787,-36.35755366,145.39408410000001,1788,T20100033934,ABS to receive accident,Finished,23-08-2010,17.20.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50,No,50966,145.39408,-36.35755,Intersection,SHEPPARTON,NORTH EASTERN REGION,2535367.749,2571210.805,4,2,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Small Provincial Cities,Small Provincial Cities,SHEPPARTON,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-4047304.35992032,16185195.406366397
788,-37.79407828,144.98511169999998,1789,T20100033939,ABS to receive accident,Finished,10-08-2010,18.20.00,Yes,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,No,Cross intersection,Other injury accident,60,No,33747,144.98511000000002,-37.79408,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2498688.752,2411879.61,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro,-4207217.54913072,16139668.807049887
789,-37.812128,144.9779386,1790,T20100033943,ABS to receive accident,Finished,23-08-2010,13.49.00,No,Collision with vehicle,Monday,RIGHT REAR.,No,Day,Yes,T intersection,Other injury accident,50,No,37005,144.97794,-37.812129999999996,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2498057.4590000003,2409876.208,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4209226.834770082,16138870.30121048
790,-37.77278566,145.0049333,1791,T20100033950,ABS to receive accident,Finished,21-08-2010,15.00.00,Yes,Collision with vehicle,Saturday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,No,Not at intersection,Other injury accident,50,No,236369,145.00493,-37.77279,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2500434.6119999997,2414242.881,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4204847.265514665,16141875.337468598
791,-37.80035632,144.9781178,1792,T20100033954,ABS to receive accident,Finished,23-08-2010,17.00.00,No,Collision with vehicle,Monday,RIGHT THROUGH,No,Day,No,T intersection,Other injury accident,50,No,36505,144.97812,-37.80036,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2498072.943,2411182.714,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4207916.4173467,16138890.249663232
792,-38.36741297,142.47373330000002,1793,T20100033956,ABS to receive accident,Finished,23-08-2010,19.40.00,Yes,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60,No,73784,142.47373000000002,-38.36741,Intersection,WARRNAMBOOL,SOUTH WESTERN REGION,2279219.992,2345309.281,4,1,0,0,1,3,2,2,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Small Provincial Cities,Small Provincial Cities,WARRNAMBOOL,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-4271040.87487564,15860103.442372665
793,-37.8952276,145.0457352,1794,T20100033962,ABS to receive accident,Finished,23-08-2010,20.30.00,Yes,Collision with vehicle,Monday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60,No,236444,145.04574,-37.89523,Non-Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2504022.621,2400652.3140000002,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4218477.439927206,16146417.384199994
794,-37.77012283,144.7964154,1795,T20100033963,ABS to receive accident,Finished,23-08-2010,18.50.00,Yes,collision with some other object,Monday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,80,No,236026,144.79641999999998,-37.77012,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2482064.1180000002,2414519.249,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BRIMBANK,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Undivided,Undivided,Metro,-4204550.840634997,16118663.231019316
795,-37.65069203,145.0115994,1796,T20100033967,ABS to receive accident,Finished,23-08-2010,16.50.00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,70,No,36907,145.0116,-37.650690000000004,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2501023.53,2427793.113,5,1,0,1,0,4,5,0,0,2,2,0,0,1,0,0,0,0,0,0,No,0,3,0,2,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4191255.8647939637,16142617.404326174
796,-37.85539055,144.9979665,1797,T20100033970,ABS to receive accident,Finished,23-08-2010,21.21.00,Yes,Collision with a fixed object,Monday,OFF END OF ROAD/T-INTERSECTION.,No,Dark Street lights on,Yes,T intersection,Serious injury accident,50,No,40156,144.99797,-37.85539,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2499821.05,2405074.799,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,1,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4214042.799806501,16141099.796840139
797,-37.7668391,144.77131880000002,1798,T20100033973,ABS to receive accident,Finished,23-08-2010,23.00.00,Yes,Collision with a fixed object,Monday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50,Yes,237788,144.77132,-37.76684,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2479852.223,2414878.674,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4204185.297483494,16115869.490286676
798,-37.90564677,145.17974040000001,1799,T20100033980,ABS to receive accident,Finished,24-08-2010,03.40.00,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,80,Yes,41832,145.17973999999998,-37.90565,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2515806.8019999997,2399481.92,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4219637.296626095,16161334.774827648
799,-37.8834294,145.1651216,1800,T20100033981,ABS to receive accident,Finished,24-08-2010,05.00.00,Yes,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,70,Yes,35564,145.16512,-37.88343,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2514525.472,2401950.175,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro,-4217164.070310929,16159707.417455636
800,-38.14514897,144.3335704,1801,T20100033982,ABS to receive accident,Finished,17-08-2010,08.30.00,No,Struck Pedestrian,Tuesday,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,No,Day,No,Not at intersection,Other injury accident,Not known,No,236028,144.33357,-38.14515,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2441579.1119999997,2372708.115,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,No,1,1,0,1,0,0,Large Provincial Cities,Large Provincial Cities,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undivided,Country,-4246298.559573964,16067139.561303103
801,-37.81286156,144.7791388,1802,T20100033986,ABS to receive accident,Finished,24-08-2010,06.05.00,No,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,70,No,236029,144.77913999999998,-37.81286,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2480553.048,2409772.4590000003,2,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,"WYNDHAM,BRIMBANK",METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4209308.494295748,16116740.008704677
802,-34.20229518,142.1518498,1803,T20100033993,ABS to receive accident,Finished,24-08-2010,08.20.00,No,Collision with vehicle,Tuesday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50,No,44864,142.15185,-34.2023,Intersection,MILDURA,WESTERN REGION,2237270.088,2806554.643,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Small Provincial Cities,Small Provincial Cities,MILDURA,WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-3807382.0833988353,15824271.535057908
803,-36.41856041,144.660653,1804,T20100033997,ABS to receive accident,Finished,24-08-2010,07.00.00,No,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,100,No,236030,144.66065,-36.41856,Non-Intersection,BENDIGO,NORTHERN REGION,2469568.838,2564460.724,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,1,1,0,0,Country,Country,BENDIGO,NORTHERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undivided,Country,-4054095.600265272,16103550.229782442
804,-38.354287400000004,144.94717859999997,1805,T20100034002,ABS to receive accident,Finished,11-08-2010,14.30.00,No,No collision and no object struck,Wednesday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),No,Day,No,Not at intersection,Serious injury accident,60,No,236031,144.94718,-38.35429,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2495382.391,2349694.696,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Small Towns,Small Towns,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4269579.743106869,16135446.113673676
805,-37.7986275,144.94624009999998,1806,T20100034004,ABS to receive accident,Finished,07-08-2010,11.00.00,No,Collision with vehicle,Saturday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,No,Day,No,Not at intersection,Other injury accident,60,No,236032,144.94624,-37.798629999999996,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495265.517,2411373.474,2,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4207723.965984628,16135341.640331568
